Year	Month	Year_month	monthnum	Mussel	size	Barn_amount	Barn_prop	Barn_old	Mint_m	Mint_f	Mint_eggs	sum_int	Mori_m	Mori_f	Mori_eggs	sum_ori	juv	oyster	O_size	O_Mori_m	O_Mori_f	O_Mori_eggs	O_Mori_sum	O_Mori_juv
2013	November	2013_November	11	449	56	13.2	NA	NA	5	2	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	450	55	12.6	NA	NA	4	1	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	451	45	7.7	NA	NA	13	5	2	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	452	47	8.3	NA	NA	3	3	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	453	30	2.3	NA	NA	4	1	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	454	32	2.8	NA	NA	3	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	455	52	12.5	NA	NA	9	5	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	456	54	13	NA	NA	4	3	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	457	48	9.5	NA	NA	5	4	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	458	44	7.4	NA	NA	1	10	3	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	459	31	2.3	NA	NA	4	2	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	460	37	3.9	NA	NA	2	2	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	461	55	11.1	NA	NA	4	2	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	462	59	20.5	NA	NA	5	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	463	57	14.9	NA	NA	4	4	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	464	49	8.9	NA	NA	14	6	4	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	465	46	7.2	NA	NA	7	2	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	466	33	3	NA	NA	5	3	2	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	467	55	13.1	NA	NA	3	2	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	468	50	11.6	NA	NA	5	1	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	469	42	5.8	NA	NA	2	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	470	42	6.3	NA	NA	14	6	6	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	471	56	16.5	NA	NA	8	5	5	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	472	57	16.4	NA	NA	3	3	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	473	44	7.9	NA	NA	11	2	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	474	41	5.3	NA	NA	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	475	38	3.9	NA	NA	18	8	4	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	476	38	4.2	NA	NA	8	1	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	477	52	10.6	NA	NA	13	2	1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	478	59	17.1	NA	NA	33	9	3	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	479	45	7.22	NA	NA	3	1	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	480	45	7.01	NA	NA	7	2	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	481	37	3.84	NA	NA	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	482	38	3.99	NA	NA	1	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	483	54	14.43	NA	NA	7	3	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	484	50	10.36	NA	NA	11	5	2	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	485	47	11.04	NA	NA	11	2	1	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	486	46	7.17	NA	NA	7	7	2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	487	33	2.75	NA	NA	1	2	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	488	34	3.34	NA	NA	16	5	1	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	489	51	10.9	NA	NA	2	7	2	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	490	52	14.14	NA	NA	5	5	2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	491	46	7.92	NA	NA	6	1	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	492	48	9.06	NA	NA	17	5	1	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	493	34	3.37	NA	NA	2	2	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	494	36	3.79	NA	NA	4	2	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	495	50	9.33	NA	NA	7	5	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	496	54	14.6	NA	NA	1	3	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	497	47	9.22	NA	NA	3	3	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	498	42	6.04	NA	NA	8	0	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	499	39	3.97	NA	NA	5	1	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	500	34	3.09	NA	NA	8	4	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	501	52	11.89	NA	NA	14	5	3	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	502	50	11.64	NA	NA	4	2	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	503	43	6.75	NA	NA	2	2	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	504	42	5.96	NA	NA	8	1	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	505	34	3.53	NA	NA	1	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	506	33	2.95	NA	NA	2	2	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	507	50	11	NA	NA	15	14	4	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	508	43	7.38	NA	NA	4	1	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	509	47	8.33	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Dezember	2013_Dezember	12	510	30	2.07	NA	NA	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/1	57.08	NA	NA	NA	3	0	0	3	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/2	45.35	NA	NA	NA	2	4	1	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/3	56.75	NA	NA	NA	20	5	3	25	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/4	57.34	NA	NA	NA	5	4	0	9	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/5	44.55	NA	NA	NA	6	2	0	8	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/6	42.2	NA	NA	NA	10	8	5	18	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/7	38.84	NA	NA	NA	8	2	2	10	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/8	27.92	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/11	47.67	NA	NA	NA	5	4	1	9	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/12	52.68	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/13	50.23	NA	NA	NA	4	5	0	9	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/14	43.64	NA	NA	NA	4	3	0	7	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/15	40.71	NA	NA	NA	4	5	5	9	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/16	37.47	NA	NA	NA	2	3	0	5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/17	32.8	NA	NA	NA	2	1	0	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/18	31.55	NA	NA	NA	3	1	1	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/19	25.63	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/20	20.6	NA	NA	NA	2	1	0	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/21	43.94	NA	NA	NA	12	4	2	16	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/22	41.05	NA	NA	NA	2	2	2	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/23	39.37	NA	NA	NA	9	0	0	9	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/24	36.6	NA	NA	NA	7	5	2	12	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/25	33.22	NA	NA	NA	2	2	2	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/26	32.33	NA	NA	NA	3	1	1	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/27	27.61	NA	NA	NA	4	2	0	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	October	2014_October	10	M/O/MB/28	26.63	NA	NA	NA	7	1	1	8	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	29	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	Nov	2014_Nov	11	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/1	63.61	NA	NA	NA	6	1	0	7	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/2	50.62	NA	NA	NA	7	1	0	8	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/3	52.15	NA	NA	NA	6	3	3	9	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/4	55.08	NA	NA	NA	6	0	0	6	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/5	44.46	NA	NA	NA	7	2	0	9	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/6	45.6	NA	NA	NA	8	6	4	14	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/7	48.87	NA	NA	NA	6	3	3	9	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/8	48.18	NA	NA	NA	3	1	1	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/9	50.23	NA	NA	NA	2	1	0	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/10	46.04	NA	NA	NA	6	2	1	8	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/11	45.56	NA	NA	NA	2	4	2	6	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/12	38.06	NA	NA	NA	3	1	0	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/13	40.06	NA	NA	NA	3	0	0	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/14	41.62	NA	NA	NA	3	1	1	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/15	43.62	NA	NA	NA	6	4	4	10	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/16	42.28	NA	NA	NA	3	4	2	7	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/17	43.15	NA	NA	NA	3	4	1	7	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/18	46.7	NA	NA	NA	4	1	1	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/19	41.24	NA	NA	NA	1	6	0	7	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/20	48.08	NA	NA	NA	4	4	2	8	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/21	46.84	NA	NA	NA	4	0	0	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/22	46.59	NA	NA	NA	8	6	0	14	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/23	42.72	NA	NA	NA	11	6	2	17	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/24	45.71	NA	NA	NA	6	3	1	9	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/25	42.7	NA	NA	NA	11	9	2	20	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/26	41.54	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/27	41.47	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/28	38.36	NA	NA	NA	1	2	0	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/29	44.87	NA	NA	NA	3	4	3	7	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	nov	2014_nov	11	M/N/MB/30	44.51	NA	NA	NA	3	2	1	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/1	40.29	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/2	45.3	NA	NA	NA	3	2	1	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/3	56.03	NA	NA	NA	1	5	3	6	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/4	48.26	NA	NA	NA	7	5	3	12	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/5	46.25	NA	NA	NA	2	0	0	2	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/6	41.33	NA	NA	NA	2	2	1	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/7	41.46	NA	NA	NA	8	2	2	10	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/8	37.52	NA	NA	NA	1	2	0	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/9	32.44	NA	NA	NA	2	2	1	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/10	23.13	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/11	52.97	NA	NA	NA	2	4	0	6	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/12	50.23	NA	NA	NA	1	2	0	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/13	43.09	NA	NA	NA	1	3	1	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/14	40.01	NA	NA	NA	2	2	1	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/15	38.17	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/16	32.41	NA	NA	NA	1	1	1	2	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/17	33.3	NA	NA	NA	4	8	3	12	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/18	31.07	NA	NA	NA	1	2	0	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/19	26.37	NA	NA	NA	0	2	1	2	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/20	23.25	NA	NA	NA	2	0	0	2	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/21	47.85	NA	NA	NA	7	3	1	10	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/22	43.66	NA	NA	NA	2	0	0	2	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/23	41.58	NA	NA	NA	8	6	2	14	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/24	41.23	NA	NA	NA	11	0	0	11	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/25	36.25	NA	NA	NA	3	0	0	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/26	33.58	NA	NA	NA	0	4	2	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/27	34.14	NA	NA	NA	0	2	1	2	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/28	32.52	NA	NA	NA	2	1	0	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/29	26.46	NA	NA	NA	4	1	1	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2014	dec	2014_dec	12	M/D/MB/30	21.5	NA	NA	NA	2	0	0	2	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2015	jan	2015_jan	1	M/J/MB/1	58.46	NA	NA	NA	4	1	0	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2015	jan	2015_jan	1	M/J/MB/2	54.82	NA	NA	NA	9	4	0	13	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
2015	jan	2015_jan	1	M/J/MB/3	45.51	NA	NA	NA	4	3	0	7	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
